explanation_component_id,segment_id,run_id,track_id,segment_start_sar_frame,segment_end_sar_frame,segment_frame_count,component_start_sar_frame,component_end_sar_frame,component_frame_count,component_node_count,component_supported_edge_count,component_transition_count,component_frame_coverage_fraction,contains_split_like,contains_merge_like,contains_deformation,contains_boundary_censoring,unique_path_claimed,identity_claimed,manual_reference_used
TERGXC_EB8940F8F645709413A5,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,10,13,4,4,3,3,0.04395604395604396,False,False,True,False,False,False,False
TERGXC_EB65224DA9E5230E7AA8,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,11,12,2,2,1,1,0.02197802197802198,False,False,True,False,False,False,False
TERGXC_676172FD29E0B4FC7445,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,11,15,5,5,4,4,0.054945054945054944,False,False,True,False,False,False,False
TERGXC_888E89C6093AA0843EBF,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,11,14,4,4,3,3,0.04395604395604396,False,False,True,False,False,False,False
TERGXC_29C29FBBE75F6D062CBC,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,11,24,14,16,16,13,0.15384615384615385,True,True,True,False,False,False,False
TERGXC_9C2D6F38C488B4E70F97,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,11,12,2,2,1,1,0.02197802197802198,False,False,False,False,False,False,False
TERGXC_7EC2E4C9312ED2C0ADF1,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,12,12,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_7E61D5CF38A63619A6AE,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,12,16,5,5,4,4,0.054945054945054944,False,False,True,False,False,False,False
TERGXC_028E31982CCDFCF9070C,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,12,14,3,3,2,2,0.03296703296703297,False,False,True,False,False,False,False
TERGXC_F2609912B438BCA10DA7,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,14,14,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_8CAF34DB012CF327566E,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,14,14,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_F5B45D797535036F3086,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,14,14,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_0BAF931A3E4E20428659,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,14,20,7,7,6,6,0.07692307692307693,False,False,True,False,False,False,False
TERGXC_3B732C48E72DDC71CE10,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,14,20,7,7,6,6,0.07692307692307693,True,False,True,False,False,False,False
TERGXC_3620DDC473D60E601DA1,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,15,16,2,2,1,1,0.02197802197802198,False,False,True,False,False,False,False
TERGXC_835944CC2098108F43BA,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,15,15,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_E9E310AC38A68861818E,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,18,39,22,22,21,21,0.24175824175824176,False,False,True,False,False,False,False
TERGXC_D2E6251057599B379EDB,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,19,19,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_FAA49CFC12D500AD9C1E,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,19,19,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_BEE0EFAE3A41EC66AC24,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,20,69,50,50,49,49,0.5494505494505495,False,False,True,False,False,False,False
TERGXC_D1CAB51D6E69A9B5E744,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,20,23,4,4,3,3,0.04395604395604396,False,False,True,False,False,False,False
TERGXC_B4F6949B5E78176A423E,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,21,21,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_BAD6282C4DAA62B5F161,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,21,21,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_2E2C46C99A1D9AC541C0,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,22,22,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_C31DDC2FA90977A4722F,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,22,32,11,11,10,10,0.12087912087912088,False,False,True,False,False,False,False
TERGXC_110691BBC3BFC711DC1C,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,22,31,10,10,9,9,0.10989010989010989,False,False,True,False,False,False,False
TERGXC_17060FCDA16E197E1BC4,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,23,24,2,2,1,1,0.02197802197802198,False,False,False,False,False,False,False
TERGXC_E29384A9CF219039D940,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,23,23,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_7A626A38DC2A8455A067,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,24,24,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_E1B76E7FB92B9CF5E221,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,24,24,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_45E79E4C5A23A104649D,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,24,24,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_66824F0252F2CF016725,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,24,24,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_7CC4AC0BDCB1EE569667,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,25,27,3,3,2,2,0.03296703296703297,False,True,False,False,False,False,False
TERGXC_46D32BAF89CD79C3DAC6,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,25,26,2,2,1,1,0.02197802197802198,False,False,False,False,False,False,False
TERGXC_7B6E7CCF0D5BB797F595,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,25,25,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_A1E95D135B059AC6333F,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,26,27,2,2,1,1,0.02197802197802198,True,False,True,False,False,False,False
TERGXC_2C30A587E718DF861959,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,26,39,14,14,13,13,0.15384615384615385,False,False,True,False,False,False,False
TERGXC_3C2D74F22C310B03D040,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,27,30,4,4,3,3,0.04395604395604396,False,False,True,False,False,False,False
TERGXC_7FC1C32080F47FD917C1,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,28,32,5,5,4,4,0.054945054945054944,False,False,True,False,False,False,False
TERGXC_77B8EA96D3321B13278E,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,28,28,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_479D904F3AB2127714B6,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,29,39,11,12,11,10,0.12087912087912088,False,True,True,False,False,False,False
TERGXC_608374F242AF3492BE79,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,29,29,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_9826B0B9BE6093A09EEC,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,29,29,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_602A96780F6803B3598B,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,31,33,3,4,3,2,0.03296703296703297,True,False,True,False,False,False,False
TERGXC_5517782CE4B8B879B61F,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,31,81,51,52,52,50,0.5604395604395604,True,True,True,False,False,False,False
TERGXC_A68D56C99A94E83BC12B,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,31,31,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_D8F038B814F4FCB67FE2,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,31,33,3,3,2,2,0.03296703296703297,False,False,True,False,False,False,False
TERGXC_2430915E4B15155B01CF,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,31,31,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_E0F8C76B0D7F8F3E14D8,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,32,32,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_6C19CB1985AF7EFC5B86,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,32,33,2,2,1,1,0.02197802197802198,False,False,False,False,False,False,False
TERGXC_4DEF42BCF73C942D1541,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,32,34,3,3,2,2,0.03296703296703297,False,False,False,False,False,False,False
TERGXC_A23360E553178E631331,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,32,32,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_2C3E35F53C8B36E89C8D,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,33,37,5,5,4,4,0.054945054945054944,False,False,True,False,False,False,False
TERGXC_6EC60A78804D05CBBE04,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,33,34,2,2,1,1,0.02197802197802198,False,False,True,False,False,False,False
TERGXC_AED2DC5556E41264E899,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,33,33,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_00B0040D76F7AD1B85FE,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,33,33,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_B20DF17214FBCC6C4CDE,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,33,33,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_5BA21D9DB1406A1380D6,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,34,34,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_DAF8096B663111AFF2FC,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,34,34,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_EDD2298909CC2DD6B92D,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,34,41,8,8,7,7,0.08791208791208792,False,False,True,False,False,False,False
TERGXC_5575A0A6671E8EB0F879,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,35,79,45,70,75,44,0.4945054945054945,True,True,True,False,False,False,False
TERGXC_63E798C121E7EB1FAAB0,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,35,35,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_3E6F5C0E6D11F4BB4863,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,35,35,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_CF511E96AC8A7FABFE3B,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,37,37,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_6E9EE8F4E665B1B46975,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,37,37,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_6162ED079A22671B09BC,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,40,40,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_0473A7EB7E57B423717D,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,40,40,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_0D0BBE178564AB2BFA6B,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,41,70,30,30,29,29,0.32967032967032966,False,False,True,False,False,False,False
TERGXC_5F8C439813C0E35301BD,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,41,41,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_1107569144782ECF9BF7,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,42,42,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_33DA2F0A87F4DE981C68,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,42,50,9,9,8,8,0.0989010989010989,False,False,True,False,False,False,False
TERGXC_4CB3248FF609056B90B5,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,42,42,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_99BEFB75D8374AB25397,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,43,55,13,13,12,12,0.14285714285714285,False,False,True,False,False,False,False
TERGXC_093166C4B904E78F40EE,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,43,55,13,13,12,12,0.14285714285714285,False,False,True,False,False,False,False
TERGXC_A1970DF4AE587A7C95C5,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,43,43,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_FB01FFD32A30A6B96C4A,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,44,46,3,3,2,2,0.03296703296703297,False,False,True,False,False,False,False
TERGXC_ED53A2828079D7E6F30D,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,44,44,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_CD0FD2AFE6256EED4EB5,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,45,46,2,2,1,1,0.02197802197802198,False,False,True,False,False,False,False
TERGXC_E86C46E2A20261DFA2CF,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,45,45,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_7A00852DF42E5FA1BA3B,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,46,49,4,5,4,3,0.04395604395604396,False,True,True,False,False,False,False
TERGXC_8E0A40A278681D19CE7E,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,47,49,3,3,2,2,0.03296703296703297,False,False,True,False,False,False,False
TERGXC_889C35CFA55B43D37B00,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,47,48,2,2,1,1,0.02197802197802198,False,False,True,False,False,False,False
TERGXC_E416DA5BB8415E3D070C,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,48,48,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_7005CCE99D23A7EAA869,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,48,48,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_27CF09FB2588DD4D7409,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,48,48,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_BABFE52ADC3B1B5ED580,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,49,49,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_C4D99A85D7A721FA3B87,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,49,49,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_EAF94C0CD6FBE322974C,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,50,52,3,3,2,2,0.03296703296703297,False,False,True,False,False,False,False
TERGXC_AFFD9B64FAE1A957B7D6,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,51,65,15,15,14,14,0.16483516483516483,False,False,True,False,False,False,False
TERGXC_7838DFFCCD21BB7174C1,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,51,53,3,3,2,2,0.03296703296703297,False,False,True,False,False,False,False
TERGXC_1AAE50ED8456F717B380,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,51,51,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_B36A27F842D54B3B3433,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,52,52,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_F4BC135574B69032C568,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,54,54,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_5BEFDAE11B7E69A7A843,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,54,54,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_68637318D74432FEC1C4,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,54,54,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_41888F9A649A740C099A,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,54,54,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_59CCCEB90A1B8038B753,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,55,55,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_B975C9CA4D3091272F33,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,55,55,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_1AD6C310E501DDA55965,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,56,56,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_F78BBD47526BF6EF09CA,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,57,57,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_2D00151CD3AFA157C416,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,57,57,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_D783C5F4735FFD276F9F,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,57,57,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_50FEEA111CDF0DF53BCE,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,58,85,28,35,36,27,0.3076923076923077,True,True,True,False,False,False,False
TERGXC_59E135C0EAD40D26E59F,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,58,58,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_0F2E7AEFDE3A3EC42A00,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,58,62,5,5,4,4,0.054945054945054944,False,False,True,False,False,False,False
TERGXC_95737DEA7B13EC6D48F1,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,58,58,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_7D021CC818A7DE539B3F,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,60,65,6,6,5,5,0.06593406593406594,False,False,True,False,False,False,False
TERGXC_DB3CCFAF82C6125E6D99,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,60,75,16,18,17,15,0.17582417582417584,False,True,True,False,False,False,False
TERGXC_D4F687A1F337FA84A86A,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,60,62,3,3,2,2,0.03296703296703297,False,False,True,False,False,False,False
TERGXC_E8801DBCA4D95B5B3964,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,60,60,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_702FD1CD8C3720A6D9F3,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,61,90,30,38,37,29,0.32967032967032966,True,True,True,False,False,False,False
TERGXC_861B5E5FC42EA41CE709,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,62,65,4,4,3,3,0.04395604395604396,False,False,True,False,False,False,False
TERGXC_E844F8F9ED9BFB8CFCC8,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,63,63,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_C572A51F1EE891B2AF4D,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,64,66,3,3,2,2,0.03296703296703297,False,False,True,False,False,False,False
TERGXC_5C4356E02883BD576CC7,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,65,69,5,5,4,4,0.054945054945054944,False,False,True,False,False,False,False
TERGXC_3269CBA95AC7C672BFB8,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,67,69,3,3,2,2,0.03296703296703297,False,False,True,False,False,False,False
TERGXC_9B02ADBE19C38D2A4E2F,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,67,67,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_40F431E97072AED86BBF,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,67,67,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_BCEA93E47F17B650D106,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,67,67,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_B08BA4161A428FAC6AEA,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,67,67,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
TERGXC_5840577660F4E7ABA151,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,68,72,5,5,4,4,0.054945054945054944,False,False,True,False,False,False,False
TERGXC_C09A92B1EA288AE302B8,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,69,77,9,9,8,8,0.0989010989010989,False,False,True,False,False,False,False
TERGXC_9279E8C439C5827C616C,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,69,75,7,8,8,6,0.07692307692307693,True,True,True,False,False,False,False
TERGXC_B61F6E5E897853979FEA,TERGS_78A1EE0BE1319B401D51,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,0,90,91,69,69,1,1,0,0,0.01098901098901099,False,False,False,False,False,False,False
